sim-max_money-2,46,6
sim-max_money-2,41,6
sim-balance-0,28,27
sim-balance-0,37,28
sim-max_actions-1,66,11
sim-balance-0,59,33
sim-balance-0,45,27
sim-max_money-2,34,6
sim-balance-0,54,27
sim-balance-0,57,39
sim-balance-0,53,33
sim-max_money-2,66,6
sim-max_actions-1,34,6
sim-max_money-2,39,6
sim-balance-0,54,27
sim-max_money-2,59,12
sim-balance-0,27,27
sim-max_money-2,51,12
sim-max_money-2,34,5
sim-balance-0,52,33
sim-balance-0,40,27
sim-balance-0,65,33
sim-max_money-2,47,12
sim-balance-0,33,27
sim-max_money-2,47,12
sim-max_money-2,41,6
sim-max_money-2,59,11
sim-max_actions-1,31,2
sim-balance-0,60,33
sim-balance-0,40,33
sim-max_money-2,34,6
sim-balance-0,66,33
sim-max_actions-1,65,6
sim-max_money-2,53,6
sim-max_money-2,60,11
sim-max_money-2,53,12
sim-balance-0,48,27
sim-max_money-2,42,5
sim-max_actions-1,29,6
sim-balance-0,52,33
sim-max_actions-1,48,7
sim-max_money-2,48,5
sim-balance-0,45,27
sim-max_actions-1,27,6
sim-max_actions-1,58,2
sim-balance-0,46,33
sim-max_money-2,41,12
sim-max_money-2,36,6
sim-max_money-2,66,12
sim-max_money-2,60,11
sim-max_money-2,59,11
sim-max_money-2,59,10
sim-balance-0,47,33
sim-max_money-2,54,12
sim-max_money-2,34,6
sim-balance-0,42,27
sim-balance-0,35,27
sim-max_money-2,40,6
sim-balance-0,47,27
sim-max_money-2,53,6
sim-balance-0,48,27
sim-max_actions-1,33,12
sim-max_money-2,34,12
sim-max_actions-1,33,6
sim-max_money-2,34,6
sim-balance-0,48,27
sim-balance-0,48,27
sim-balance-0,65,33
sim-balance-0,29,22
sim-max_money-2,29,6
sim-max_money-2,40,6
sim-max_money-2,59,4
sim-max_money-2,41,6
sim-max_money-2,48,6
sim-balance-0,41,27
sim-balance-0,28,27
sim-max_money-2,46,6
sim-max_money-2,58,12
sim-max_money-2,65,6
sim-max_money-2,48,6
sim-max_actions-1,39,6
sim-max_money-2,53,6
sim-max_money-2,60,6
sim-balance-0,46,33
sim-balance-0,48,27
sim-max_money-2,52,6
sim-balance-0,53,33
sim-balance-0,65,33
sim-max_money-2,41,6
sim-max_money-2,66,18
sim-max_money-2,71,24
sim-max_money-2,46,6
sim-max_actions-1,47,12
sim-max_money-2,66,12
sim-max_money-2,39,6
sim-balance-0,46,33
sim-max_money-2,60,6
sim-balance-0,40,33
sim-balance-0,39,27
sim-balance-0,41,27
sim-max_money-2,42,12
sim-max_money-2,54,6
sim-balance-0,54,33
sim-max_money-2,53,6
sim-max_money-2,53,5
sim-max_money-2,48,6
sim-max_money-2,53,6
sim-balance-0,60,33
sim-balance-0,65,33
sim-max_money-2,58,6
sim-balance-0,17,15
sim-balance-0,39,33
sim-balance-0,30,15
sim-max_money-2,76,22
sim-max_money-2,48,4
sim-max_money-2,54,5
sim-max_money-2,33,6
sim-max_money-2,34,6
sim-max_money-2,52,17
sim-max_money-2,66,6
sim-balance-0,56,28
sim-balance-0,45,27
sim-balance-0,47,27
sim-balance-0,66,33
sim-balance-0,41,27
sim-balance-0,66,33
sim-max_money-2,60,12
sim-max_money-2,58,12
sim-balance-0,52,27
sim-max_money-2,33,6
sim-balance-0,52,27
sim-balance-0,48,27
sim-max_money-2,53,6
sim-max_actions-1,28,1
sim-max_money-2,59,12
sim-max_money-2,58,6
sim-balance-0,53,27
sim-balance-0,40,27
sim-balance-0,52,27
sim-max_money-2,42,6
sim-max_money-2,22,6
sim-balance-0,46,27
sim-max_actions-1,29,13
sim-max_money-2,53,6
sim-balance-0,34,27
sim-max_money-2,47,6
sim-max_money-2,40,6
sim-max_money-2,64,6
sim-max_money-2,54,9
sim-max_money-2,60,6
sim-balance-0,60,33
sim-max_money-2,23,6
sim-max_money-2,28,6
sim-balance-0,27,27
sim-balance-0,58,33
sim-max_actions-1,40,12
sim-max_money-2,64,5
sim-balance-0,52,33
sim-max_money-2,63,6
sim-max_money-2,39,12
sim-balance-0,66,33
sim-max_money-2,65,10
sim-balance-0,36,27
sim-balance-0,47,27
sim-festival-3,29,1
sim-balance-0,40,27
sim-balance-0,52,33
sim-balance-0,24,15
sim-balance-0,48,27
sim-balance-0,33,27
sim-max_money-2,40,6
sim-balance-0,34,33
sim-max_money-2,53,12
sim-balance-0,54,27
sim-balance-0,60,33
sim-max_actions-1,40,18
sim-max_money-2,40,6
sim-balance-0,60,33
sim-max_money-2,42,6
sim-max_actions-1,34,11
sim-max_money-2,47,5
sim-max_actions-1,54,6
sim-max_actions-1,28,12
sim-balance-0,51,33
sim-max_money-2,53,6
sim-max_money-2,47,12
sim-max_actions-1,33,6
sim-max_money-2,21,6
sim-balance-0,40,33
sim-max_money-2,45,11
sim-balance-0,48,27
sim-max_money-2,52,12
sim-balance-0,47,27
sim-max_money-2,28,6
sim-balance-0,65,33
sim-max_money-2,40,5
sim-max_money-2,46,6
sim-balance-0,35,27
sim-max_money-2,58,11
sim-balance-0,42,27
sim-max_money-2,47,6
sim-max_money-2,60,6
sim-balance-0,60,33
sim-balance-0,39,33
sim-balance-0,57,39
sim-max_money-2,60,12
sim-max_money-2,54,6
sim-balance-0,41,27
sim-max_actions-1,40,18
sim-balance-0,51,27
sim-balance-0,28,27
sim-max_money-2,66,12
sim-max_money-2,60,11
sim-max_money-2,59,6
sim-max_actions-1,61,19
sim-balance-0,42,27
sim-max_money-2,53,11
sim-max_money-2,34,12
sim-max_actions-1,54,12
sim-max_money-2,46,18
sim-balance-0,39,27
sim-max_money-2,54,6
sim-max_money-2,60,11
sim-max_money-2,45,6
sim-balance-0,60,33
sim-max_money-2,46,5
sim-max_money-2,66,10
sim-max_money-2,59,18
sim-balance-0,41,27
sim-balance-0,46,33
sim-max_money-2,70,18
sim-max_money-2,65,12
sim-max_actions-1,44,1
sim-max_money-2,52,12
sim-balance-0,53,27
sim-balance-0,64,39
sim-balance-0,54,27
sim-max_money-2,54,6
sim-balance-0,53,33
sim-max_money-2,41,6
sim-balance-0,45,27
sim-max_money-2,64,11
sim-balance-0,28,27
sim-balance-0,46,33
sim-max_actions-1,56,7
sim-max_money-2,36,6
sim-max_money-2,40,6
sim-balance-0,28,21
sim-max_actions-1,34,7
sim-max_money-2,45,6
sim-max_money-2,21,6
sim-max_money-2,66,12
sim-max_money-2,40,5
sim-max_money-2,46,11
sim-balance-0,52,27
sim-max_money-2,27,6
sim-max_actions-1,34,6
sim-max_money-2,47,11
sim-max_money-2,46,6
sim-balance-0,41,27
sim-balance-0,28,27
sim-max_actions-1,33,12
sim-max_actions-1,56,7
sim-balance-0,48,27
sim-max_actions-1,22,1
sim-max_money-2,52,12
sim-balance-0,46,27
sim-max_money-2,45,6
sim-max_money-2,39,6
sim-max_money-2,48,4
sim-balance-0,53,27
sim-max_money-2,34,6
sim-max_money-2,60,5
sim-max_money-2,53,6
sim-max_money-2,47,6
sim-balance-0,52,27
sim-max_money-2,47,5
sim-balance-0,22,22
sim-balance-0,52,39
sim-max_actions-1,28,6
sim-max_actions-1,39,6
sim-balance-0,41,27
sim-balance-0,28,15
sim-max_actions-1,34,6
sim-balance-0,53,27
sim-max_actions-1,34,6
sim-max_money-2,45,11
sim-festival-3,35,6
sim-max_money-2,40,6
sim-max_actions-1,34,7
sim-balance-0,47,27
sim-max_money-2,34,6
sim-max_actions-1,54,6
sim-max_actions-1,54,6
sim-max_money-2,54,5
sim-max_money-2,48,11
sim-max_money-2,58,6
sim-max_actions-1,40,6
sim-max_actions-1,48,12
sim-max_money-2,33,12
sim-balance-0,54,27
sim-max_money-2,27,5
sim-balance-0,71,39
sim-balance-0,66,33
sim-max_actions-1,35,7
sim-max_money-2,66,12
sim-max_money-2,57,12
sim-balance-0,47,27
sim-balance-0,54,27
sim-max_money-2,53,18
sim-balance-0,34,33
sim-balance-0,47,27
sim-max_money-2,54,4
sim-balance-0,28,27
sim-balance-0,42,21
sim-max_money-2,59,6
sim-max_money-2,66,6
sim-festival-3,36,1
sim-balance-0,39,33
sim-balance-0,40,27
sim-max_actions-1,47,6
sim-max_money-2,52,6
sim-max_money-2,59,6
sim-max_money-2,41,4
sim-max_money-2,59,11
sim-max_actions-1,47,6
sim-max_money-2,65,18
sim-max_money-2,39,12
sim-max_money-2,52,12
sim-balance-0,52,27
sim-max_money-2,47,12
sim-max_actions-1,34,6
sim-balance-0,35,27
sim-balance-0,29,27
sim-max_money-2,48,6
sim-max_money-2,60,6
sim-balance-0,28,27
sim-max_money-2,89,24
sim-max_money-2,47,6
sim-max_actions-1,47,6
sim-max_money-2,29,6
sim-balance-0,54,27
sim-balance-0,54,27
sim-max_money-2,53,18
sim-balance-0,34,27
sim-max_money-2,21,6
sim-balance-0,59,33
sim-balance-0,41,27
sim-max_actions-1,54,6
sim-max_money-2,28,5
sim-balance-0,41,27
sim-max_actions-1,48,6
sim-max_money-2,34,6
sim-balance-0,53,27
sim-max_money-2,66,5
sim-max_money-2,45,11
sim-balance-0,47,27
sim-max_money-2,47,12
sim-max_actions-1,56,13
sim-balance-0,40,33
sim-max_money-2,28,6
sim-max_money-2,54,6
sim-max_money-2,51,6
sim-max_actions-1,39,6
sim-balance-0,54,28
sim-max_money-2,53,6
sim-balance-0,33,27
sim-balance-0,48,27
sim-max_money-2,21,6
sim-max_money-2,63,6
sim-max_actions-1,52,6
sim-max_money-2,39,6
sim-balance-0,21,21
sim-max_money-2,53,6
sim-balance-0,62,34
sim-max_money-2,53,12
sim-balance-0,41,27
sim-max_money-2,47,12
sim-max_actions-1,33,6
sim-balance-0,53,27
sim-max_money-2,58,17
sim-balance-0,28,27
sim-max_money-2,45,6
sim-max_money-2,42,6
sim-max_money-2,72,18
sim-max_money-2,53,12
sim-balance-0,40,21
sim-max_actions-1,53,6
sim-max_money-2,54,5
sim-balance-0,41,27
sim-balance-0,40,33
sim-max_money-2,66,6
sim-max_money-2,45,6
sim-max_money-2,46,6
sim-max_money-2,60,12
sim-balance-0,54,27
sim-max_money-2,57,17
sim-max_actions-1,39,6
sim-max_money-2,53,6
sim-balance-0,48,27
sim-balance-0,35,27
sim-max_money-2,46,6
sim-balance-0,48,27
sim-max_money-2,54,17
sim-max_money-2,57,6
sim-balance-0,33,27
sim-balance-0,47,27
sim-balance-0,35,21
sim-max_money-2,33,6
sim-balance-0,33,27
sim-balance-0,59,33
sim-max_actions-1,42,6
sim-balance-0,46,27
sim-balance-0,47,27
sim-balance-0,53,27
sim-max_actions-1,54,6
sim-max_money-2,58,6
sim-max_money-2,46,12
sim-balance-0,27,27
sim-max_money-2,54,6
sim-max_money-2,78,23
sim-max_money-2,46,6
sim-max_money-2,40,6
sim-max_money-2,65,12
sim-max_actions-1,42,11
sim-max_money-2,29,6
sim-max_money-2,40,6
sim-max_money-2,34,6
sim-max_money-2,48,6
sim-balance-0,21,21
sim-max_money-2,66,6
sim-balance-0,53,33
sim-max_money-2,36,12
sim-balance-0,27,21
sim-max_money-2,34,6
sim-max_money-2,46,6
sim-max_money-2,66,23
sim-max_actions-1,45,6
sim-max_money-2,28,6
sim-max_money-2,40,6
sim-festival-3,44,1
sim-max_money-2,40,6
sim-balance-0,40,27
sim-balance-0,47,33
sim-max_money-2,41,6
sim-balance-0,53,27
sim-max_money-2,51,6
sim-balance-0,46,27
sim-max_money-2,47,12
sim-max_actions-1,52,12
sim-max_money-2,46,6
sim-balance-0,42,27
sim-max_money-2,46,12
sim-balance-0,33,27
sim-max_money-2,59,12
sim-max_actions-1,56,7
sim-max_money-2,34,6
sim-max_actions-1,27,12
sim-max_money-2,22,6
sim-max_money-2,45,12
sim-max_money-2,54,6
sim-balance-0,47,33
sim-balance-0,40,27
sim-balance-0,48,28
sim-balance-0,47,27
sim-max_money-2,66,6
sim-balance-0,53,33
sim-balance-0,34,27
sim-balance-0,46,33
sim-balance-0,35,21
sim-max_money-2,40,12
sim-balance-0,53,27
sim-max_money-2,35,5
sim-max_money-2,59,11
sim-max_money-2,21,6
sim-max_money-2,65,6
sim-max_money-2,78,12
sim-balance-0,58,33
sim-balance-0,54,33
sim-max_actions-1,33,12
sim-balance-0,54,27
sim-max_money-2,57,27
sim-max_money-2,46,6
sim-balance-0,48,27
sim-max_actions-1,27,6
sim-max_money-2,65,6
sim-max_actions-1,46,6
sim-balance-0,40,27
sim-max_money-2,76,12
sim-max_money-2,40,5
sim-max_money-2,47,6
sim-max_money-2,46,6
sim-balance-0,46,27
sim-balance-0,52,39
sim-max_money-2,54,5
sim-balance-0,29,27
sim-balance-0,45,33
sim-max_money-2,54,11
sim-max_money-2,40,6
sim-max_money-2,34,6
sim-balance-0,48,27
sim-max_money-2,54,6
sim-balance-0,46,27
sim-max_actions-1,40,6
sim-max_money-2,46,5
sim-max_money-2,46,6
sim-balance-0,54,27
sim-balance-0,54,27
sim-balance-0,21,15
sim-max_money-2,34,6
sim-max_actions-1,37,7
sim-balance-0,41,21
sim-balance-0,53,27
sim-balance-0,41,27
sim-balance-0,53,33
sim-balance-0,46,39
sim-balance-0,53,27
sim-balance-0,30,21
sim-max_actions-1,56,13
sim-balance-0,29,15
sim-balance-0,54,27
sim-max_money-2,40,6
sim-max_actions-1,39,12
sim-max_money-2,59,12
sim-balance-0,41,28
sim-max_money-2,41,6
sim-balance-0,39,33
sim-balance-0,66,33
sim-max_money-2,53,6
sim-max_money-2,71,17
sim-max_money-2,53,12
sim-balance-0,46,27
sim-max_money-2,52,18
sim-balance-0,54,27
sim-max_money-2,40,6
sim-max_money-2,42,6
sim-max_money-2,48,6
sim-max_money-2,35,6
sim-max_money-2,53,12
sim-max_money-2,21,6
sim-max_actions-1,66,12
sim-balance-0,28,21
sim-balance-0,27,27
sim-balance-0,48,27
sim-balance-0,52,33
sim-max_money-2,66,12
sim-max_actions-1,48,6
sim-balance-0,65,33
sim-max_money-2,65,6
sim-max_money-2,78,24
sim-balance-0,60,33
sim-max_money-2,46,6
sim-max_money-2,47,12
sim-balance-0,47,27
sim-max_money-2,39,6
sim-max_money-2,35,6
sim-balance-0,34,33
sim-max_money-2,57,11
sim-max_money-2,65,6
sim-max_money-2,46,12
sim-max_money-2,58,6
sim-balance-0,53,27
sim-balance-0,22,21
sim-balance-0,35,27
sim-balance-0,33,27
sim-balance-0,45,27
sim-balance-0,54,27
sim-max_money-2,47,10
sim-balance-0,46,27
sim-balance-0,66,33
sim-max_money-2,48,6
sim-max_money-2,52,12
sim-balance-0,54,27
sim-max_money-2,54,11
sim-max_money-2,58,6
sim-balance-0,66,33
sim-max_money-2,47,6
sim-max_money-2,40,12
sim-balance-0,60,33
sim-balance-0,34,27
sim-balance-0,35,27
sim-max_actions-1,53,6
sim-max_money-2,57,17
sim-max_actions-1,54,6
sim-max_money-2,47,18
sim-max_money-2,58,6
sim-max_money-2,65,12
sim-balance-0,53,33
sim-balance-0,47,27
sim-balance-0,54,27
sim-balance-0,52,27
sim-max_money-2,34,6
sim-max_money-2,35,6
sim-balance-0,41,27
sim-max_money-2,54,5
sim-balance-0,42,27
sim-balance-0,34,27
sim-balance-0,40,27
sim-max_money-2,48,5
sim-max_money-2,33,6
sim-max_money-2,34,6
sim-max_money-2,39,6
sim-max_money-2,41,6
sim-max_money-2,65,12
sim-balance-0,35,27
sim-balance-0,55,28
sim-max_money-2,54,6
sim-max_money-2,28,12
sim-max_money-2,65,6
sim-max_actions-1,30,13
sim-balance-0,41,21
sim-max_actions-1,35,12
sim-balance-0,48,27
sim-max_actions-1,45,18
sim-balance-0,52,27
sim-max_money-2,52,6
sim-max_actions-1,54,12
sim-balance-0,47,27
sim-max_money-2,41,5
sim-max_actions-1,33,11
sim-max_money-2,66,17
sim-balance-0,66,33
sim-max_money-2,40,5
sim-balance-0,34,27
sim-balance-0,47,27
sim-max_money-2,22,6
sim-balance-0,45,27
sim-max_money-2,57,12
sim-max_money-2,40,12
sim-max_money-2,27,6
sim-max_actions-1,55,7
sim-balance-0,33,27
sim-balance-0,60,33
sim-balance-0,30,15
sim-balance-0,54,27
sim-balance-0,41,28
sim-balance-0,15,15
sim-balance-0,41,27
sim-max_actions-1,34,11
sim-balance-0,66,33
sim-balance-0,40,27
sim-max_money-2,66,12
sim-balance-0,65,33
sim-max_actions-1,34,5
sim-max_money-2,30,6
sim-balance-0,53,33
sim-max_money-2,64,12
sim-max_money-2,35,4
sim-balance-0,41,27
sim-max_money-2,52,18
sim-balance-0,33,33
sim-max_money-2,52,12
sim-max_money-2,60,12
sim-max_money-2,48,10
sim-balance-0,34,27
sim-balance-0,28,27
sim-balance-0,53,27
sim-max_money-2,59,6
sim-balance-0,17,15
sim-max_money-2,47,5
sim-balance-0,47,27
sim-max_money-2,66,6
sim-balance-0,27,27
sim-max_money-2,60,6
sim-balance-0,52,27
sim-max_money-2,27,6
sim-balance-0,40,27
sim-max_money-2,34,6
sim-max_money-2,35,6
sim-max_money-2,46,12
sim-balance-0,52,33
sim-max_money-2,42,6
sim-balance-0,33,27
sim-balance-0,35,21
sim-max_money-2,34,6
sim-max_money-2,39,12
sim-max_money-2,39,12
sim-max_money-2,65,12
sim-max_money-2,59,12
sim-max_money-2,52,6
sim-max_money-2,46,6
sim-max_money-2,63,6
sim-balance-0,47,27
sim-balance-0,33,27
sim-max_money-2,29,4
sim-max_money-2,60,12
sim-max_actions-1,34,5
sim-max_money-2,47,11
sim-max_money-2,54,6
sim-balance-0,41,27
sim-max_money-2,53,6
sim-max_money-2,66,6
sim-balance-0,39,33
sim-max_money-2,34,6
sim-max_money-2,53,6
sim-balance-0,47,27
sim-max_money-2,78,6
sim-max_money-2,40,18
sim-max_money-2,59,6
sim-max_actions-1,35,12
sim-balance-0,53,27
sim-max_money-2,71,17
sim-balance-0,40,39
sim-max_actions-1,48,6
sim-max_money-2,52,12
sim-max_money-2,39,12
sim-balance-0,53,27
sim-balance-0,54,33
sim-max_money-2,33,12
sim-balance-0,54,27
sim-balance-0,54,27
sim-max_money-2,33,5
sim-max_money-2,53,6
sim-festival-3,28,1
sim-max_money-2,21,6
sim-max_money-2,40,11
sim-balance-0,47,27
sim-max_money-2,39,12
sim-balance-0,46,33
sim-max_actions-1,41,2
sim-balance-0,41,27
sim-balance-0,46,33
sim-max_money-2,34,6
sim-max_money-2,42,4
sim-balance-0,53,27
sim-balance-0,35,27
sim-balance-0,40,27
sim-balance-0,40,27
sim-balance-0,40,28
sim-max_money-2,66,5
sim-balance-0,48,27
sim-max_money-2,51,4
sim-balance-0,53,27
sim-max_money-2,64,6
sim-max_money-2,42,6
sim-max_money-2,58,6
sim-balance-0,34,27
sim-balance-0,57,33
sim-balance-0,34,27
sim-balance-0,65,39
sim-balance-0,42,22
sim-max_money-2,57,18
sim-balance-0,64,33
sim-max_actions-1,33,5
sim-max_actions-1,42,12
sim-balance-0,39,33
sim-max_money-2,47,6
sim-balance-0,47,27
sim-max_money-2,40,12
sim-max_money-2,52,17
sim-max_actions-1,55,7
sim-max_money-2,46,6
sim-max_money-2,45,18
sim-balance-0,39,33
sim-balance-0,45,33
sim-balance-0,37,28
sim-max_money-2,47,12
sim-balance-0,57,39
sim-balance-0,39,27
sim-max_money-2,53,6
sim-max_money-2,59,6
sim-max_money-2,53,6
sim-max_money-2,46,5
sim-balance-0,54,27
sim-max_money-2,66,6
sim-max_money-2,72,24
sim-max_money-2,47,12
sim-max_money-2,36,17
sim-balance-0,53,27
sim-balance-0,59,33
sim-max_money-2,54,6
sim-balance-0,28,21
sim-max_money-2,48,6
sim-max_money-2,57,18
sim-max_money-2,78,18
sim-max_actions-1,27,6
sim-max_money-2,59,11
sim-balance-0,22,21
sim-balance-0,41,33
sim-balance-0,54,27
sim-balance-0,59,33
sim-balance-0,39,27
sim-max_money-2,34,5
sim-max_actions-1,47,6
sim-max_money-2,42,11
sim-balance-0,41,27
sim-balance-0,52,27
sim-max_money-2,28,5
sim-balance-0,46,27
sim-max_money-2,30,12
sim-max_money-2,47,5
sim-max_money-2,34,6
sim-max_money-2,40,6
sim-max_money-2,33,6
sim-max_money-2,41,12
sim-balance-0,53,27
sim-balance-0,33,27
sim-balance-0,39,27
sim-balance-0,58,39
sim-balance-0,47,27
sim-balance-0,46,27
sim-max_money-2,51,11
sim-balance-0,47,27
sim-max_actions-1,53,12
sim-max_money-2,52,6
sim-max_money-2,40,12
sim-balance-0,39,33
sim-balance-0,54,27
sim-max_actions-1,49,1
sim-max_money-2,46,12
sim-max_money-2,47,11
sim-balance-0,29,27
sim-max_money-2,66,12
sim-balance-0,41,33
sim-balance-0,39,27
sim-max_money-2,58,12
sim-max_money-2,46,6
sim-balance-0,33,27
sim-max_money-2,21,6
sim-max_money-2,58,6
sim-max_money-2,52,11
sim-max_money-2,65,12
sim-balance-0,42,27
sim-balance-0,40,27
sim-max_money-2,58,12
sim-max_money-2,53,6
sim-max_money-2,35,6
sim-balance-0,35,27
sim-balance-0,54,27
sim-max_money-2,33,6
sim-balance-0,27,27
sim-max_money-2,58,12
sim-balance-0,33,27
sim-max_money-2,58,12
sim-balance-0,60,33
sim-max_money-2,78,17
sim-max_money-2,59,6
sim-balance-0,53,27
sim-max_money-2,65,6
sim-max_actions-1,34,6
sim-max_money-2,45,11
sim-balance-0,54,27
sim-balance-0,22,21
sim-max_money-2,34,6
sim-max_money-2,24,5
sim-max_money-2,21,6
sim-max_actions-1,27,6
sim-max_money-2,53,12
sim-max_money-2,47,6
sim-max_money-2,22,6
sim-max_money-2,72,18
sim-max_money-2,47,6
sim-max_money-2,58,12
sim-balance-0,40,21
sim-max_money-2,36,6
sim-max_money-2,40,6
sim-max_actions-1,40,6
sim-balance-0,39,27
sim-max_money-2,39,6
sim-balance-0,39,33
sim-max_actions-1,54,12
sim-balance-0,34,27
sim-balance-0,48,27
sim-balance-0,39,27
sim-balance-0,33,27
sim-balance-0,65,33
sim-balance-0,35,21
sim-max_actions-1,48,6
sim-max_money-2,64,24
sim-max_actions-1,54,18
sim-max_money-2,60,6
sim-max_money-2,66,6
sim-festival-3,27,6
sim-balance-0,40,27
sim-max_actions-1,35,6
sim-balance-0,27,27
sim-balance-0,39,27
sim-balance-0,34,27
sim-max_money-2,54,6
sim-max_money-2,65,6
sim-max_actions-1,28,6
sim-balance-0,54,27
sim-max_money-2,60,10
sim-max_money-2,59,11
sim-balance-0,47,27
sim-max_money-2,65,12
sim-max_money-2,33,6
sim-balance-0,30,21
sim-max_money-2,48,5
sim-max_money-2,35,6
sim-balance-0,53,27
sim-max_money-2,41,12
sim-max_money-2,46,12
sim-max_money-2,34,5
sim-balance-0,60,33
sim-max_money-2,51,12
sim-balance-0,47,28
sim-max_money-2,33,12
sim-balance-0,40,27
sim-balance-0,54,27
sim-balance-0,28,27
sim-max_money-2,52,4
sim-balance-0,58,29
sim-max_money-2,54,18
sim-balance-0,27,27
sim-balance-0,47,27
sim-balance-0,35,27
sim-balance-0,36,28
sim-balance-0,54,27
sim-balance-0,21,21
sim-balance-0,55,28
sim-max_actions-1,28,6
sim-balance-0,40,27
sim-balance-0,35,21
sim-max_money-2,48,6
sim-max_money-2,33,12
sim-balance-0,33,33
sim-balance-0,65,39
sim-max_money-2,42,6
sim-max_actions-1,35,6
sim-balance-0,54,27
sim-max_actions-1,33,6
sim-max_money-2,35,12
sim-max_money-2,47,18
sim-balance-0,41,27
sim-balance-0,47,27
sim-max_money-2,35,6
sim-balance-0,41,27
sim-max_money-2,34,6
sim-balance-0,39,33
sim-balance-0,41,27
sim-balance-0,58,33
sim-balance-0,66,33
sim-max_money-2,59,6
sim-max_actions-1,55,1
sim-max_money-2,52,5
sim-max_money-2,47,6
sim-max_money-2,57,6
sim-balance-0,35,27
sim-max_money-2,66,6
sim-max_money-2,59,12
sim-max_money-2,40,6
sim-balance-0,45,33
sim-max_money-2,60,12
sim-max_money-2,28,6
sim-balance-0,33,27
sim-max_actions-1,33,6
sim-max_money-2,59,11
sim-balance-0,66,33
sim-max_actions-1,45,12
sim-balance-0,29,28
sim-balance-0,48,33
sim-max_money-2,60,11
sim-max_money-2,52,6
sim-balance-0,34,21
sim-balance-0,42,39
sim-balance-0,54,27
sim-max_money-2,51,6
sim-balance-0,44,28
sim-max_money-2,22,6
sim-max_money-2,47,12
sim-balance-0,54,27
sim-balance-0,40,27
sim-balance-0,48,27
sim-max_money-2,45,12
sim-max_money-2,41,5
sim-max_money-2,60,12
sim-balance-0,36,21
sim-max_actions-1,53,6
sim-balance-0,54,27
sim-balance-0,42,21
sim-max_money-2,46,6
sim-max_actions-1,40,6
sim-max_money-2,39,6
sim-balance-0,51,33
sim-balance-0,48,27
sim-max_money-2,35,6
sim-max_money-2,46,12
sim-balance-0,42,21
sim-max_money-2,51,6
sim-balance-0,34,33
sim-max_money-2,28,6
sim-max_money-2,59,6
sim-max_money-2,66,6
sim-max_money-2,66,12
sim-balance-0,41,21
sim-balance-0,60,33
sim-balance-0,28,27
sim-max_money-2,48,5
sim-max_money-2,39,6
sim-max_money-2,60,6
sim-balance-0,35,27
sim-max_money-2,39,5
sim-max_money-2,34,12
sim-balance-0,35,27
sim-balance-0,28,27
sim-balance-0,35,21
sim-max_money-2,47,11
sim-max_money-2,52,12
sim-max_money-2,45,6
